Name,Address,Contact
St. Leo's YMCA Child Care,271 Royal York RdWard: Etobicoke-Lakeshore,"Phone:Ashley Thompson, 416-930-5467"
St. Malachy Before & After School Program,80 Bennett Rd (Lawrence Ave E / Beechgrove)Ward: Scarborough-Rouge Park,"Phone:Maureen Ramnath, 416-281-0262 ext 230"
St. Marcellus Early Learning Centre,15 Denfield St (Eglinton / Kipling)Ward: Etobicoke Centre,"Phone:Kristina Mariano, 416-248-1803"
St. Maurice Child Care Centre,45 Kingsview BlvdWard: Etobicoke North,"Phone:Maryam Ahmadi, 416-551-5155"
St. Michael And All Angels Day Care Centre,611 St Clair Ave W (St. Clair / Bathurst)Ward: Toronto-St. Paul's,"Phone:Novea Lawson, 416-653-1424"
St. Monica's Satellite (Central Eglinton),14 Broadway AveWard: Don Valley West,"Phone:Kristen Dubois, 416-440-0383"
St. Nicholas Child Care Centre - Network,1020 McNicoll Ave (Victoria Park & Steeles Ave E)Ward: Scarborough-Agincourt,"Phone:Fei Huang, 416-530-0722 ext 4095"
St. Paschal Baylon,15 St Paschal Crt (Yonge / Steeles)Ward: Willowdale,"Phone:Hamideh Habibi, 416-733-2280"
St. Robert School Age YMCA,70 Bainbridge Ave (Bathurst / Sheppard Ave W)Ward: York Centre,"Phone:Rockey Persaud, 437-225-8035"
St. Roch Child Care Centre,"174 Duncanwoods Dr ,Childcare In The Back (Islington / Steeles)Ward: Humber River-Black Creek","Phone:Grace Addai, 416-744-7785"
St. Rose Of Lima YMCA Child Care,3220 Lawrence Ave E (McCowan / Lawrence)Ward: Scarborough-Guildwood,"Phone:Mavis Campbell, 647-439-0016"
St. Stephen Child Care Centre,55 Golfdown DrWard: Etobicoke North,"Phone:Sandra Partipilo, 416-519-5760"
St. Sylvester Child Care Centre,260 Silver Springs Blvd (Finch Ave E/Kennedy)Ward: Scarborough-Agincourt,"Phone:Jing Jing Liu, 416-291-0023"
St. Timothy YMCA Child Care,25 Rochelle Cres (Sheppard/Don Mills)Ward: Don Valley North,"Phone:Christina Hanna, 416-315-5627"
St. Ursula Licensed Before And After School Program,215 Livingston RdWard: Scarborough-Guildwood,"Phone:Maureen Ramnath, 416-281-0262 ext 230"
St. Vincent Sunshine,116 Fermanagh Ave (Roncesvalle / N. Of Queen St W)Ward: Parkdale-High Park,"Phone:Rebecca Alhairi, 416-532-0428"
St. Wilfred YMCA,1685 Finch Ave W (Finch W./Jane)Ward: Humber River-Black Creek,"Phone:Rockey Persaud, 437-225-8035"
St Agatha Catholic Before & After School Program,49 Cathedral Bluffs Dr (McCowen And Kingston)Ward: Scarborough Southwest,"Phone:Vanessa Sterling, 416-320-5807"
Start Right Child Care Centre,38 Orfus Rd (Dufferin / Lawrence)Ward: Eglinton-Lawrence,"Phone:Lona Gayle, 416-781-7066"
Stepping Stones Day Nursery,342 Runnymede Rd (Runnymede / Bloor)Ward: Parkdale-High Park,"Phone:Mechelle O'Brien - Nedd, 416-769-9719"
Stilecroft Superkids,50 Stilecroft Dr (Keele / Sheppard)Ward: York Centre,"Phone:Cynthia Bass, 416-638-0352"
St Mark's Day Care Centre - Greenland Road,1 Greenland Rd (Don Mills / Lawrence)Ward: Don Valley East,"Phone:Iren Telemi, 416-444-6948"
"Studio 1,2,3 Early Learning Centre","401 Richmond St W ,Box 123 (Richmond / Spadina)Ward: Spadina-Fort York","Phone:Kathryn Firth, 416-343-0093"
St Victor Catholic School Before & After Child Care Program,20 Bernadine St (Ellesmere Rd / Brimley Rd)Ward: Scarborough Centre,"Phone:Anushi Jay, 647-289-7259"
Sunburst Children's Centre,4905 Dufferin St (Dufferin / Steeles)Ward: York Centre,"Phone:Cathy Orr, 416-739-4684"
Sunflower House,162 Dunn Ave (Dunn / King)Ward: Parkdale-High Park,"Phone:Diane Cordeiro, 416-530-0884"
Sunnybrook Creche,2075 Bayview Ave (Bayview / Lawrence)Ward: Don Valley West,"Phone:Antonietta Monaco, 416-480-4465"
Sunny Faces Day Care Centre - Rivercrest,30 Harefield Dr (Kipling / Elmhurst)Ward: Etobicoke North,"Phone:Jamila Barrett, 416-744-0778"
Sunny Faces Day Care Centre - St. Benedict Site,2202 Kipling Ave (Kipling / Rexdale Blvd.)Ward: Etobicoke North,"Phone:Jamila Barrett, 416-744-0778"
Sunnylea Child Care Centre,35 Glenroy Ave (Royal York / Bloor)Ward: Etobicoke-Lakeshore,"Phone:Lisa Pettit-Koval, 416-233-6509"
Sunnylea Co-Operative Nursery School,86 Montgomery RdWard: Etobicoke Centre,"Phone:Rose Angeli, 416-716-1258"
Sunnyside Day Care - Roncesvalles,10 High Park Blvd (Dundas St. W. / Bloor St.)Ward: Parkdale-High Park,"Phone:Lauren Coxon, 416-538-9654"
Sunnyside Garden Day Care,225 Garden Ave (Queen W. / Roncesvalles)Ward: Parkdale-High Park,"Phone:Opal Hassock-Davis, 416-533-2008"
Sunnyside - Keele,236 Keele St (Bloor/Keele)Ward: Parkdale-High Park,"Phone:Willow Turner, 416-766-0312"
Sunshine Child Care Centre (Mackie Sunshine C C. Inc)60 Heathfield,60 Heathfield Dr (Eglinton Ave. / Kingston Rd.)Ward: Scarborough-Guildwood,"Phone:Michele Dasilva, 416-269-6309"
Sunshine Kids,"1 Westside Dr ,8Ward: Etobicoke-Lakeshore","Phone:Milica Scekic, 416-622-7529"
Swansea Kids Place,207 Windermere Ave (Windermere / Queensway)Ward: Parkdale-High Park,"Phone:Dawn Rhymer, 416-763-1908"
Taddle Creek Montessori School,39 Spadina RdWard: University-Rosedale,"Phone:Anne Smith, 416-413-9493"
Tamarack Day Care Centre (765566 Ontario Inc),3315 Midland Ave (Midland / Finch)Ward: Scarborough North,"Phone:Rowena Leung, 416-293-3152"
Taylor Creek Early Learning & Child Care Centre,644 Warden Ave (Warden / St. Clair E.)Ward: Scarborough Southwest,"Phone:Sharleen Jordan, 416-392-5042"
"Taylor Creek Public School, Extended Day Program",644 Warden Ave (Danforth Road / Warden Avenue)Ward: Scarborough Southwest,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Teach Me To Fly Preschool,2560 Gerrard St EWard: Scarborough Southwest,"Phone:Eloise Morrison, 647-295-2176"
Teddy Bear Academy,167 High Park Ave (High Park Ave. / Annette)Ward: Parkdale-High Park,"Phone:Aleena Persaud, 647-351-1566"
Teddy Bear Educare Advance,86 Advance Rd (Advance Rd. / Islington)Ward: Etobicoke-Lakeshore,"Phone:Sabina Sawula, 416-236-3308"
Temple Sinai Nursery School,210 Wilson Ave (Avenue Rd. / Wilson)Ward: Eglinton-Lawrence,"Phone:Jenna Stern, 416-903-2188"
Terraview-Willowfield Extended Day Program,95 Pachino Blvd (Victoria Park Ave/Hwy 401)Ward: Scarborough Centre,"Phone:Mary Gatti, 647-669-6201"
Terry Tan Child Care (Rossburn)Facility #4450,15 Rossburn Dr (Bloor / The West Mall)Ward: Etobicoke Centre,"Phone:Michelle Fraser, 416-621-9722 ext 201"
Terry Tan Child Centre (Bloordale),4258 Bloor St W (Bloor St. W. / West Mall)Ward: Etobicoke Centre,"Phone:Christine Mackey, 416-621-4822"
Tfs Canada's International School (Mildenhall Branch),101 Mildenhall Rd (Lawrence Ave East & Bayview Av)Ward: Don Valley West,"Phone:Celine Lebel, 416-484-6980 ext 4355"
The Alderbuds Child Care Centre Of Etobicoke,"Every Child Belongs Resource Consultation Staff, Yvonne Salerno, 437-771-2198, is available to help this centre and the family when a child has anextra supportneed.","Phone:Rita Ariganello-Verteouris, 416-394-8284"
The Castle Child Care Centre,4480 Eglinton Ave WWard: Etobicoke Centre,"Phone:Marcos Marvian, 416-459-6363"
The Clover School,3180 Bathurst StWard: Eglinton-Lawrence,"Phone:Isabelle Kunicki-Carter, 416-781-4449"
The Clover School - High Park,411 Clendenan AveWard: Parkdale-High Park,"Phone:Isabelle Kunicki, 416-938-1163"
The Clover School - High Park Annette Campus,250 Annette StWard: Parkdale-High Park,"Phone:Isabelle Kunicki, 416-938-1163"
The Creative Preschool Of East Toronto,"49 Donlands Ave ,Lower LevelWard: Toronto-Danforth","Phone:Jennifer Davison, 416-465-3865"
The Creative Preschool Of East Toronto - St. Aidan's In The Beach,2423 Queen St E (Silver Birch Ave / Queen St E)Ward: Beaches-East York,"Phone:Jennifer Davison, 416-465-3865"
The Divine Infant Child Care Centre,30 Ingleton Blvd (McCowan / McNicoll)Ward: Scarborough North,"Phone:Naseem Sahar, 416-299-1405"
The Giles School,80 Scarsdale Rd (York Mills Rd/Leslie Rd)Ward: Don Valley East,"Phone:Caroline Bernaba, 416-446-0825"
The Junior Academy,2454 Bayview AveWard: Don Valley West,"Phone:Candace Mohammed, 416-425-4567"
The Laurel School,44 Upjohn RdWard: Don Valley East,"Phone:Alyssa Seichter, 416-510-2500"
The Learning Nest Academy,51 Vine Ave (Dundas St W / Keele St)Ward: Parkdale-High Park,"Phone:Michael Meeks, 905-332-7539"
The Learning Nest Academy,95 Sheppard Ave W (Sheppard Ave W/Yonge St)Ward: Willowdale,"Phone:Melissa Capogna, 416-874-4040"
The Little Campus,48 Rosemeade AveWard: Etobicoke-Lakeshore,"Phone:Chinara Johnson, 647-372-5437 ext 504"
The Mildenhall School,35 Ourland AveWard: Etobicoke-Lakeshore,"Phone:Nicola Gillis, 416-259-2822"
The Montessori Schoolhouse,290 Runnymede Rd (Runnymede Rd/ Bloor St W)Ward: Parkdale-High Park,"Phone:Alison Grinton, 905-330-7097"
The Munchkin Manor Daycare & Early Learning Centre,1087 Lillian St (Yonge St / Steeles Ave E)Ward: Willowdale,"Phone:Min Young Kim, 416-860-5660"
The Munchkin Manor Daycare & Early Learning Centre Inc.,525 Bloor St EWard: Toronto Centre,"Phone:Alexandra Anagnostopoulos, 416-925-9993"
The Neighbourhood Group Bellevue Child Care,91 Bellevue AveWard: University-Rosedale,"Phone:Nikki St. John, 416-737-9578 ext 110"
The Neighbourhood Group Canoe Landing Before And After Program,"Every Child Belongs Resource Consultation Staff, Gordana Grubor, 416-392-6623, is available to help this centre and the family when a child has anextra supportneed.","Phone:Cristina Desa Elias, 416-830-5548"
The Neighbourhood Group Canoe Landing Child Care,"Every Child Belongs Resource Consultation Staff, Gordana Grubor, 416-392-6623, is available to help this centre and the family when a child has anextra supportneed.","Phone:Diana Colella, 437-848-8074"
The Neighbourhood Group Community Services Our Lady Of Lourdes,444 Sherbourne StWard: Toronto Centre,"Phone:Roshnie Sukraj, 416-854-9889"
The Neighbourhood Group Downsview Child Care,2829 Keele StWard: York Centre,"Phone:Julie Chung, 647-206-6367"
The Neighbourhood Group Harbourfront Child Care,"Every Child Belongs Resource Consultation Staff, Gordana Grubor, 416-392-6623, is available to help this centre and the family when a child has anextra supportneed.","Phone:Fatima Pinheiro, 416-925-2103 ext 1765"
The Neighbourhood Group King Edward Child Care,112 Lippincott StWard: University-Rosedale,"Phone:Cidalia Cutone, 416-925-2103 ext 5110"
The Neighbourhood Group Lord Lansdowne Child Care,33 Robert StWard: University-Rosedale,"Phone:Domenica Brogno, 416-839-4830"
The Neighbourhood Group Waterfront Child Care Centre,"Every Child Belongs Resource Consultation Staff, Gordana Grubor, 416-392-6623, is available to help this centre and the family when a child has anextra supportneed.","Phone:Luljeta Aliu, 416-925-2103 ext 1756"
The Neighbourhood Group Yonge And Sheppard Child Care Centre,"30 Sheppard Ave E ,313 North East (2nd Floor)Ward: Willowdale","Phone:Luljeta Toma, 647-208-6063"
The Orchard Montessori School,375 Dovercourt Rd (Dovercourt & College)Ward: Davenport,"Phone:Holly Venable, 416-534-7979"
The Rec Room Before & After School Program,255 Royal York Rd (Royal York / Lake Shore Blvd W)Ward: Etobicoke-Lakeshore,"Phone:Won Lee, 416-253-8553"
The Scott Mission Child Care Centre,1550 O Connor DrWard: Beaches-East York,"Phone:Caroline Augustine, 416-923-4680 ext 510"
The South Drive Children's Circle,22 South Dr (Mt. Pleasant / Crescent Rd.)Ward: University-Rosedale,"Phone:Maria Samuels, 416-963-9242"
The Squirrels' Nest Child Care Centre,1305 Ellesmere Rd (Ellesmere / Brimley)Ward: Scarborough Centre,"Phone:Caroline Charlemagne-Luefong, 416-438-6383"
The Squirrels' Nest Child Care Centre - North Bendale,29 Aveline Cres (McCowan Rd/Ellesmere)Ward: Scarborough-Guildwood,"Phone:Jessica Lourenco, 416-824-2423"
The Toronto Cheder,475 Patricia AveWard: Willowdale,"Phone:Mechelle Maksimov, 416-636-2987 ext 254"
The Toronto Heschel School,819 Sheppard Ave WWard: York Centre,"Phone:Andrea Zecharia, 416-635-1876 ext 303"
The Village Nursery School,2241 Dundas St W (Dundas St W / Bloor St W)Ward: Parkdale-High Park,"Phone:Emily Foster, 647-984-4525"
The Village Shul And Learning Centre Of Toronto,1072 Eglinton Ave W (Allan Expy. / Eglinton W.)Ward: Eglinton-Lawrence,"Phone:Chevy Fordsham, 416-785-1107"
The Yonge Street Mission / Davis Centre,270 Gerrard St E (Gerrard/Parliament)Ward: Toronto Centre,"Phone:Debbie Ciccone, 416-355-3574"
Thomas Berry Early Learning & Child Care Centre,3495 Lake Shore Blvd W (Lake Shore Blvd W/Thirtieth St)Ward: Etobicoke-Lakeshore,"Phone:Sheri Bagusoski, 416-392-5080"
Thorncliffe Park Day Care Centre,48 Thorncliffe Park Dr (Overlea / Thorncliffe Park Dr.)Ward: Don Valley West,"Phone:Donna Robertson, 416-423-0880"
Thorncliffe Park School Age Day Care Centre,48 Thorncliffe Park DrWard: Don Valley West,"Phone:Donna Robertson, 416-423-0880"
Three R's Early Learning Centre,225 Wellesworth Dr (Renforth Dr. / Rathburn Rd.)Ward: Etobicoke Centre,"Phone:Lucy Herrmann, 416-621-7890"
Three R's Schoolhouse Inc.,1577 Royal York Rd (Royal York Rd. / Lawrence W.)Ward: Etobicoke Centre,"Phone:Vita Ventura, 416-840-7675"
Three Valleys Children's Centre,76 Three Valleys Dr (York Mills / Don Mills)Ward: Don Valley East,"Phone:Gerardo Pachas, 416-443-9414"
Tiago Avenue Community Child Care,145 Tiago Ave (Victoria Park / St. Clair)Ward: Beaches-East York,"Phone:Deborah Warner, 416-285-5644"
Tic Toc Day Care Centre Inc,1117 Birchmount Rd (Birchmount / Eglinton)Ward: Scarborough Centre,"Phone:Cam Sook Chun, 416-755-1789"
Tiki's Day Care Centre,20 Tangreen Crt (Yonge / Steeles)Ward: Willowdale,"Phone:Nadejda Schwartz, 416-840-0042"
Time For Play Nursery School,"125 Evelyn Cres ,315Ward: Parkdale-High Park","Phone:Audrey Borg, 416-769-1550"
Timothy Eaton Infant & Toddler Centre,"Every Child Belongs Resource Consultation Staff, Jennifer Dantas, 416-430-7407, is available to help this centre and the family when a child has anextra supportneed.","Phone:Nancy Wickson, 416-490-0434"
Tiny Bumblebees Childcare Inc.,"47 Acacia Rd ,47 (Mount Pleasant Rd/ Millwood Rd)Ward: Toronto-St. Paul's","Phone:Cecilia Shelton, 416-623-8016"
Tiny Explorers Academy,"404 Roncesvalles Ave ,402Ward: Parkdale-High Park","Phone:Stephanie Rachel Melo, 416-539-8469"
Tiny Explorers Academy Inc,115 Merton St (Yonge/Davisville)Ward: Toronto-St. Paul's,"Phone:Lindsey Benjamin, 416-489-7788"
Tiny Hoppers Park Lawn,20 Park Lawn RdWard: Etobicoke-Lakeshore,"Phone:Meghan Henwood, 437-788-8855"
Tiny Treasure Montessori,627 Burnhamthorpe Rd (Burnhamthorpe / Renforth)Ward: Etobicoke Centre,"Phone:Caroline Pahis, 416-622-6443"
Tlc - Tender Loving Care (Cross St.),44 Cross St (Weston / Lawrence W.)Ward: York South-Weston,"Phone:Jannette Best, 416-248-5401"
Tng Central Neighbourhood House,349 Ontario St (Parliament / Dundas)Ward: Toronto Centre,"Phone:Soni Ahmad, 416-925-4363 ext 110"
Today's Child Tomorrow's Future Children's Centre,725 Danforth Rd (Danforth / St.Clair)Ward: Scarborough Southwest,"Phone:Laura Molinaro, 416-266-9888"
Today's Child Tomorrow's Future Children's Centre (290 Blantyre),290 Blantyre Ave (Kingston Rd. / Victoria Pk.)Ward: Scarborough Southwest,"Phone:Theresa Sara, 416-698-0069"
Topcliff Community Child Care,65 Topcliff Ave (Jane / Finch)Ward: Humber River-Black Creek,"Phone:Natalia Frias, 416-630-8960"
Top Mandarin Day Care Centre,3143 Sheppard Ave E (Sheppard Ave. E/ Victoria Park)Ward: Scarborough-Agincourt,"Phone:Amanda Lin, 647-998-0928"
Top Mandarin Daycare Centre-2,"4271 Sheppard Ave E ,21Ward: Scarborough North","Phone:Amanda Lin, 647-998-0928"
Torah Tots Childcare,37 Southbourne Ave (Wilson Ave And Bathurst St)Ward: York Centre,"Phone:Chaya Plotkin, 416-633-7659"
Torah Tots Preschool,3995 Bathurst StWard: York Centre,"Phone:Chayala Zarchi, 416-633-7659"
Toronto Cheder,410 Lawrence Ave WWard: Eglinton-Lawrence,"Phone:Mechelle Maksimov, 416-636-2987 ext 254"
Toronto Hebrew Congregation/Holy Blossom Temple Preschool,1950 Bathurst St (Bathurst / Eglinton)Ward: Toronto-St. Paul's,"Phone:Wendy Steinberg Himmel, 416-789-3291"
Toronto Woods Daycare,3072 Bayview Ave (Finch & Bayview)Ward: Willowdale,"Phone:Jin Ok Kim, 416-222-7333"
Tot World Child Care Centre,"Every Child Belongs Resource Consultation Staff, Laura Benjamin, 416-476-1367, is available to help this centre and the family when a child has anextra supportneed.","Phone:Loleta Welch, 416-638-3003"
Trace Manes School (8603758 Canada Inc),822 Millwood RdWard: Don Valley West,"Phone:Sue Park, 416-917-8030"
Treasured Moments - Bloor,"3107 Bloor St W ,Ste. 104 (Bloor W. / Royal York)Ward: Etobicoke-Lakeshore","Phone:Lauren Cuttler, 416-234-0303"
Treasured Moments - Burnhamthorpe,316 Burnhamthorpe RdWard: Etobicoke Centre,"Phone:Victoria Nouri, 416-646-7776"
Tree Of Life Montessori Academy,255 Finch Ave WWard: Willowdale,"Phone:Simone Pammenter, 416-640-5100"
Treetop Children's Centre,80 Braemar Ave (Eglinton / Avenue Road)Ward: Toronto-St. Paul's,"Phone:Amy O'Neil, 416-484-8702"
Trinity Bellwoods Community Children's Group/Care (Crawford Street),155 Crawford St (Queen / Shaw)Ward: Spadina-Fort York,"Phone:Julia C., 416-537-9021"
Trust Child Care Inc.,29 Birch Ave (Yonge St/Summerhill)Ward: Toronto-St. Paul's,"Phone:Jordan McGoey, 416-594-0100 ext 210"
Tumpane Child Care Learning Centre,48 Tumpane St (Jane / Wilson)Ward: York Centre,"Phone:Sandra Ditta, 416-244-2465"
Two Short Storeys,"430 Broadview Ave ,100 (Broadview / Victor Ave)Ward: Toronto-Danforth","Phone:Jamie Campbell, 416-902-1300"
Ukrainian Co-Operative Nursery School,"This non-profit, licensed child care,serves children 1 year 6 months to 6 years.It is located in St. Paul's.A child carefee subsidyis not available at this location.This location participates in theCanada-Wide Early Learning and Child Caresystem.","Phone:Aleksandra Demkowicz, 416-763-2922"
Unicorn Day Care Centre,240 Avenue RdWard: University-Rosedale,"Phone:Eric Mackey, 416-929-6841"
Unicorn Day Care Centre Toronto,454 Avenue Rd (Avenue Rd. / St. Clair)Ward: Toronto-St. Paul's,"Phone:Eric Mackey, 416-929-6841"
University City Jr YMCA,453 Sentinel Rd (Finch / Sentinel)Ward: Humber River-Black Creek,"Phone:Paula Defend, 416-661-2329"
University Of Toronto Childcare On Charles,35 Charles St W (Yonge / Charles)Ward: Toronto Centre,"Phone:Venise Bennett, 416-415-2604"
University Of Toronto Early Learning Centre - Glen Morris,7 Glen Morris St (Spadina / Bloor)Ward: University-Rosedale,"Phone:Karen Venneri, 416-978-6725"
University Of Toronto Early Learning Centre - O.I.S.E.,252 Bloor St W (Bloor / Bedford)Ward: University-Rosedale,"Phone:Karen Venneri, 416-978-6725"
University Settlement Day Care Centre,23 Grange Rd (Dundas / University)Ward: Spadina-Fort York,"Phone:Candace Whynot, 416-598-3444 ext 246"
Uptown Montessori School,39 Carl Hall Rd (Sheppard Ave W / Keele St)Ward: York Centre,"Phone:Pankhuri Agarwal, 365-386-5767"
Uptown Yonge Preschool & Child Development Centre,1 Lord Seaton Rd (York Mills / Yonge)Ward: Don Valley West,"Phone:Abir Khreis, 647-549-3676"
Van Horne Day Care,"201 Van Horne Ave ,1st Floor (Don Mills / Van Horne)Ward: Don Valley North","Phone:Tabassum Sukhera, 416-493-3353"
Vedic Roots Montessori Academy (Scarborough),"Toronto Children's Services Consultant, Maureen Bailey, 416-397-5389, is the City contact for this centre.Every Child Belongs Resource Consultation Staff, Vana Micha, 416-438-3697, Ext. 12272, is available to help this centre and the family when a child has anextra supportneed.To contact the child care centre directly, please call the child care contact listed at the top of this page.","Phone:Sonam Agarwal, 416-916-7005"
"Victoria Education Centre, Montessori & Child Care",1038 Woodbine Ave (Danforth Ave. / Woodbine)Ward: Beaches-East York,"Phone:Siobhan Gibson, 416-422-5550"
Victoria Park Child Care Centre,15 Wallingford Rd (Victoria Pk. / Ellesmere)Ward: Don Valley East,"Phone:Christina Schroen, 416-445-0287"
Village Green Child Care Centre,275 Village Green Sq (Kennedy Rd / Sheppard Ave. E.)Ward: Scarborough-Agincourt,"Phone:Ewa Kazmierczak, 416-901-5180"
Vincent Massey Academy - (521909 Ontario Ltd.),68 Daisy Ave (Lake Shore Blvd W /29th Street)Ward: Etobicoke-Lakeshore,"Phone:Katie Cataford, 416-252-3304 ext 225"
Vincent Massey Childcare Center (521909 Ontario Ltd.),432 Horner Ave (Browns Line & Horner)Ward: Etobicoke-Lakeshore,"Phone:Phalyna Suong, 416-252-3305 ext 226"
Viva Kids Academy,3420 Yonge St (Yonge St & York Mills Road)Ward: Eglinton-Lawrence,"Phone:Cathy Piedra-McKenzie, 416-483-7070"
Vradenburg Community Child Care Centre,50 Vradenberg DrWard: Scarborough-Agincourt,"Phone:Maya Magan, 416-497-7016"
Waldorf Academy Childcare Centre,263 Spadina RdWard: Toronto-St. Paul's,"Phone:Lucia Amaral, 416-962-6447"
Waldorf Academy Childcare Centre-Madison,250 Madison AveWard: Toronto-St. Paul's,"Phone:Lucia Amaral, 416-962-6447"
Waterclub Jr YMCA,"Every Child Belongs Resource Consultation Staff, Gordana Grubor, 416-392-6623, is available to help this centre and the family when a child has anextra supportneed.","Phone:Monica Warner, 416-915-7344"
Waterfront Montessori Childrens Centre,18 Wyandot Ave (Ward's Ferry / Algonquin Isl.)Ward: Spadina-Fort York,"Phone:Kathleen Roerick, 416-203-1017"
Waverley Road Montessori School,"646 Kingston Rd ,104-105Ward: Beaches-East York","Phone:Maricela Pliego, 647-351-1600"
Wedgewood School Age YMCA,5 Swan Ave (Burnhamthorpe / Kipling Ave.)Ward: Etobicoke Centre,"Phone:Irene Grobelny, 647-281-4410"
Wee Leprechauns Child Care Centre Ltd,"Toronto Children's Services Consultant, Nathalie Gruzalc, 416-397-4753, is the City contact for this centre.Every Child Belongs Resource Consultation Staff, Alice Giang, 437-326-1465, is available to help this centre and the family when a child has anextra supportneed.To contact the child care centre directly, please call the child care contact listed at the top of this page.","Phone:Georgina Wallace, 416-385-1726"
Wellesley Early Learning Centre - Earlscourt Creche CDI,"495 Sherbourne St ,2nd Floor (Wellesley / Sherbourne)Ward: Toronto Centre","Phone:Carla Vieira, 416-928-9900"
Wellesworth School Age YMCA,225 Wellesworth Dr (Wellesworth / Renforth)Ward: Etobicoke Centre,"Phone:Irene Grobelny, 647-281-4410"
West End Jr YMCA,931 College St (College / Dovercourt)Ward: Davenport,"Phone:Maxine Chodorowicz, 416-536-1166 ext 440"
West End Parents Day Care Centre,375 Dovercourt Rd (Dovercourt / College)Ward: Davenport,"Phone:Meg Lewis-Strauch, 416-534-6761"
West End Parents Day Care Satellite,380 Ossington Ave (College St. / Ossington Ave.)Ward: Davenport,"Phone:Meg Lewis-Strauch, 416-534-6761"
West Hill Centre For Early Learning (Centres For Early Learning Inc.),4010 Lawrence Ave E (Lawrence / Kingston Rd.)Ward: Scarborough-Guildwood,"Phone:Urooj Ali, 416-283-4294 ext 221"
"Westmount Junior School, Extended Day Program",95 Chapman RdWard: Etobicoke Centre,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Weston Memorial B & A School Program,200 John St (Jane / Lawrence W.)Ward: York South-Weston,"Phone:Sabrina Sowkey, 416-241-5534"
Westown Early Learning And Child Care Centre,3101 Weston Rd (Weston Rd./Sheppard)Ward: Humber River-Black Creek,"Phone:Latoya Wilson-Rose, 416-392-2440"
West Prep Children's Centre Of Toronto,70 Ridge Hill Dr (Bathurst / Eglinton)Ward: Eglinton-Lawrence,"Phone:Rose Bozza, 416-783-4302"
West Rouge Kindergarten Extended Care Program,401 Friendship Ave (East Ave / Kirkdene Drive)Ward: Scarborough-Rouge Park,"Phone:Sanaa Maher, 416-281-0262 ext 230"
Westside Montessori School,95 Bellevue AveWard: University-Rosedale,"Phone:Liz Girvan, 647-430-5321"
Westside Montessori School,57 Sylvan AveWard: Davenport,"Phone:Liz Bovey, 647-400-6521"
Wexford Community Childcare Centre,1 Wayne Ave (Warden / Lawrence)Ward: Scarborough Centre,"Phone:Denise Hosannah, 416-759-1965"
Wexford Extended Day And School Age Program,1050 Pharmacy Ave (Victoria Park /Lawrence Ave E)Ward: Scarborough Centre,"Phone:Mary Gatti, 647-669-6201"
Weybourne School,54 Lawrence Ave E (Yonge St/Lawrence Ave E)Ward: Don Valley West,"Phone:Sue Park, 416-917-8030"
Whitney Child Centre,119 Rosedale Heights Dr (Mount Pleasant / St. Clair)Ward: University-Rosedale,"Phone:Nafeeza Ali, 416-481-0221"
William Burgess Jr YMCA,100 Torrens Ave (Pape / O'Connor)Ward: Toronto-Danforth,"Phone:Joanne Tsoulamanis, 416-423-5518"
William G. Davis Kindergarten Extended Care Program,128 East Ave (East Ave / Lawrence Ave)Ward: Scarborough-Rouge Park,"Phone:Maureen Ramnath, 416-281-0262 ext 230"
William G. Miller School Age YMCA,60 Bennett Rd (Lawrence / Bennett)Ward: Scarborough-Rouge Park,"Phone:Marjorie Umali, 416-724-1925"
Williamson Road Day Care Centre,24 Williamson Rd (Queen / Lee)Ward: Beaches-East York,"Phone:Anna Zizzari, 416-691-8861"
Willowbrae Academy Bayview Village,432 Sheppard Ave E (Sheppard Ave E/Bayview Ave)Ward: Willowdale,"Phone:Brittany Green, 647-676-6290"
Willowbrae Academy Etobicoke,4975 Dundas St W (Dundas St W/Cabot Ct)Ward: Etobicoke-Lakeshore,"Phone:Laurie Newman, 647-508-0444"
"Willow Park Junior Public School, Extended Day Program",45 Windover Dr (Lawrence Ave E & Scarb Golf Rd)Ward: Scarborough-Guildwood,Phone:416-394-2072 oremail:edp@tdsb.on.ca
Willowridge Early Learning & Child Care Centre,30 Earldown Dr (Martingrove / Eglinton Ave. W.)Ward: Etobicoke North,"Phone:Diane French, 416-392-5086"
Willow World,288 Cummer Ave (Bayview Ave / Cummer Ave)Ward: Willowdale,"Phone:Abigail Ferreira, 647-562-2615"
Wilmington Best Child Care Centre,330 Wilmington Ave (Finch / Wilmington)Ward: York Centre,"Phone:Teresa Tomassi, 416-633-2665"
Wilmington Best Schoolage Satellite Centre,"285 Wilmington Ave ,104 (Finch / Wilmington)Ward: York Centre","Phone:Teresa Tomassi, 416-633-2665"
Winchester Site Day Care (Central Neighbourhood House),15 Prospect St (Parliament / Wellesley)Ward: Toronto Centre,"Phone:Melyssa Kaarls, 416-389-1972"
Windermere Early Learning Centre,103 The Queensway (The Queensway/Windermere Ave)Ward: Parkdale-High Park,"Phone:Jennifer Ageday, 416-763-2734 ext 6502"
Windermere Kids Inc.,356 Windermere Ave (Jane & Bloor)Ward: Parkdale-High Park,"Phone:Jennifer Ciccarelli, 416-761-9772"
Withrow Child Care Centre,25 Bain Ave (Broadview / Danforth)Ward: Toronto-Danforth,"Phone:Mary To, 416-463-1457"
